Country,Economy (GDP per Capita),Family,Freedom,Generosity,Happiness Rank,Happiness Score,Health (Life Expectancy),Region,Trust (Government Corruption),Year
Israel,1.276,1.455,0.371,0.261,13,7.138999999999999,1.0290000000000001,Middle East and Northern Africa,0.08199999999999999,2019
Luxembourg,1.609,1.479,0.526,0.19399999999999998,14,7.09,1.012,Western Europe,0.316,2019
United Kingdom,1.3330000000000002,1.538,0.45,0.348,15,7.053999999999999,0.996,Western Europe,0.278,2019
Ireland,1.499,1.5530000000000002,0.516,0.298,16,7.021,0.9990000000000001,Western Europe,0.31,2019
Germany,1.3730000000000002,1.454,0.495,0.261,17,6.985,0.987,Western Europe,0.265,2019
Belgium,1.3559999999999999,1.504,0.473,0.16,18,6.922999999999999,0.986,Western Europe,0.21,2019
United States,1.433,1.4569999999999999,0.45399999999999996,0.28,19,6.892,0.8740000000000001,North America,0.128,2019
Czech Republic,1.2690000000000001,1.4869999999999999,0.457,0.046,20,6.852,0.92,Central and Eastern Europe,0.036000000000000004,2019
United Arab Emirates,1.5030000000000001,1.31,0.598,0.262,21,6.825,0.825,Middle East and Northern Africa,0.182,2019
Malta,1.3,1.52,0.564,0.375,22,6.726,0.9990000000000001,Western Europe,0.151,2019
Mexico,1.07,1.3230000000000002,0.433,0.07400000000000001,23,6.595,0.861,Latin America and Caribbean,0.073,2019
France,1.324,1.472,0.436,0.111,24,6.5920000000000005,1.045,Western Europe,0.183,2019
Taiwan,1.368,1.43,0.35100000000000003,0.242,25,6.446000000000001,0.914,Eastern Asia,0.09699999999999999,2019
Chile,1.159,1.369,0.35700000000000004,0.187,26,6.444,0.92,Latin America and Caribbean,0.055999999999999994,2019
Guatemala,0.8,1.2690000000000001,0.535,0.175,27,6.436,0.746,Latin America and Caribbean,0.078,2019
Saudi Arabia,1.403,1.357,0.439,0.08,28,6.375,0.795,Middle East and Northern Africa,0.132,2019
Qatar,1.6840000000000002,1.3130000000000002,0.555,0.22,29,6.374,0.871,Middle East and Northern Africa,0.16699999999999998,2019
Spain,1.286,1.484,0.36200000000000004,0.153,30,6.354,1.062,Western Europe,0.079,2019
Panama,1.149,1.442,0.516,0.109,31,6.321000000000001,0.91,Latin America and Caribbean,0.054000000000000006,2019
Brazil,1.004,1.439,0.39,0.099,32,6.3,0.802,Latin America and Caribbean,0.086,2019
Uruguay,1.124,1.465,0.523,0.127,33,6.292999999999999,0.8909999999999999,Latin America and Caribbean,0.15,2019
Singapore,1.5719999999999998,1.463,0.556,0.271,34,6.2620000000000005,1.141,Southeastern Asia,0.45299999999999996,2019
El Salvador,0.794,1.242,0.43,0.09300000000000001,35,6.252999999999999,0.789,Latin America and Caribbean,0.07400000000000001,2019
Italy,1.294,1.4880000000000002,0.231,0.158,36,6.223,1.0390000000000001,Western Europe,0.03,2019
Bahrain,1.3619999999999999,1.368,0.536,0.255,37,6.199,0.871,Middle East and Northern Africa,0.11,2019
Slovakia,1.246,1.504,0.33399999999999996,0.121,38,6.1979999999999995,0.8809999999999999,Central and Eastern Europe,0.013999999999999999,2019
Trinidad & Tobago,1.2309999999999999,1.4769999999999999,0.489,0.185,39,6.192,0.713,Latin America and Caribbean,0.016,2019
Poland,1.206,1.4380000000000002,0.483,0.11699999999999999,40,6.182,0.884,Central and Eastern Europe,0.05,2019
Uzbekistan,0.745,1.5290000000000001,0.631,0.322,41,6.1739999999999995,0.7559999999999999,Central and Eastern Europe,0.24,2019
Lithuania,1.238,1.515,0.29100000000000004,0.043,42,6.149,0.818,Central and Eastern Europe,0.042,2019
Colombia,0.985,1.41,0.47,0.099,43,6.125,0.841,Latin America and Caribbean,0.034,2019
Slovenia,1.258,1.5230000000000001,0.564,0.14400000000000002,44,6.117999999999999,0.953,Central and Eastern Europe,0.057,2019
Nicaragua,0.6940000000000001,1.325,0.435,0.2,45,6.105,0.835,Latin America and Caribbean,0.127,2019
Kosovo,0.882,1.232,0.489,0.262,46,6.1,0.758,Central and Eastern Europe,0.006,2019
Argentina,1.092,1.432,0.47100000000000003,0.066,47,6.086,0.8809999999999999,Latin America and Caribbean,0.05,2019
Romania,1.162,1.232,0.462,0.083,48,6.07,0.825,Central and Eastern Europe,0.005,2019
Cyprus,1.263,1.2229999999999999,0.406,0.19,49,6.046,1.042,Western Europe,0.040999999999999995,2019
Ecuador,0.912,1.3119999999999998,0.498,0.126,50,6.028,0.868,Latin America and Caribbean,0.087,2019
Kuwait,1.5,1.319,0.493,0.142,51,6.021,0.8079999999999999,Middle East and Northern Africa,0.09699999999999999,2019
Thailand,1.05,1.409,0.557,0.359,52,6.007999999999999,0.828,Southeastern Asia,0.027999999999999997,2019
Latvia,1.187,1.465,0.264,0.075,53,5.94,0.812,Central and Eastern Europe,0.064,2019
South Korea,1.301,1.219,0.159,0.175,54,5.895,1.036,Eastern Asia,0.055999999999999994,2019
Estonia,1.237,1.528,0.495,0.10300000000000001,55,5.893,0.8740000000000001,Central and Eastern Europe,0.161,2019
Jamaica,0.831,1.4780000000000002,0.49,0.107,56,5.89,0.831,Latin America and Caribbean,0.027999999999999997,2019
Mauritius,1.12,1.402,0.498,0.215,57,5.888,0.7979999999999999,Sub-Saharan Africa,0.06,2019
Japan,1.327,1.419,0.445,0.069,58,5.886,1.088,Eastern Asia,0.14,2019
Honduras,0.642,1.236,0.507,0.24600000000000002,59,5.86,0.828,Latin America and Caribbean,0.078,2019
Kazakhstan,1.173,1.508,0.41,0.146,60,5.809,0.7290000000000001,Central and Eastern Europe,0.096,2019
Bolivia,0.7759999999999999,1.209,0.511,0.13699999999999998,61,5.779,0.706,Latin America and Caribbean,0.064,2019
Hungary,1.2009999999999998,1.41,0.19899999999999998,0.081,62,5.757999999999999,0.828,Central and Eastern Europe,0.02,2019
Paraguay,0.855,1.475,0.514,0.184,63,5.742999999999999,0.777,Latin America and Caribbean,0.08,2019
Northern Cyprus,1.263,1.252,0.41700000000000004,0.191,64,5.718,1.042,Western Europe,0.162,2019
Peru,0.96,1.274,0.455,0.083,65,5.697,0.8540000000000001,Latin America and Caribbean,0.027000000000000003,2019
Portugal,1.2209999999999999,1.431,0.508,0.047,66,5.693,0.9990000000000001,Western Europe,0.025,2019
Pakistan,0.677,0.8859999999999999,0.313,0.22,67,5.653,0.535,Southern Asia,0.098,2019
Russia,1.183,1.452,0.33399999999999996,0.08199999999999999,68,5.648,0.726,Central and Eastern Europe,0.031,2019
Philippines,0.807,1.2930000000000001,0.5579999999999999,0.11699999999999999,69,5.631,0.657,Southeastern Asia,0.107,2019
Serbia,1.004,1.383,0.282,0.13699999999999998,70,5.603,0.8540000000000001,Central and Eastern Europe,0.039,2019
Moldova,0.685,1.328,0.245,0.18100000000000002,71,5.529,0.7390000000000001,Central and Eastern Europe,0.0,2019
Libya,1.044,1.3030000000000002,0.41600000000000004,0.133,72,5.525,0.6729999999999999,Middle East and Northern Africa,0.152,2019
Montenegro,1.051,1.361,0.19699999999999998,0.142,73,5.523,0.871,Central and Eastern Europe,0.08,2019
Tajikistan,0.493,1.0979999999999999,0.389,0.23,74,5.4670000000000005,0.718,Central and Eastern Europe,0.14400000000000002,2019
Croatia,1.155,1.266,0.29600000000000004,0.11900000000000001,75,5.432,0.914,Central and Eastern Europe,0.022000000000000002,2019
Hong Kong,1.4380000000000002,1.2770000000000001,0.44,0.258,76,5.43,1.122,Eastern Asia,0.287,2019
Dominican Republic,1.015,1.401,0.49700000000000005,0.113,77,5.425,0.779,Latin America and Caribbean,0.10099999999999999,2019
Bosnia and Herzegovina,0.945,1.212,0.212,0.263,78,5.386,0.845,Central and Eastern Europe,0.006,2019
Turkey,1.183,1.36,0.195,0.083,79,5.372999999999999,0.8079999999999999,Middle East and Northern Africa,0.106,2019
Malaysia,1.2209999999999999,1.171,0.508,0.26,80,5.3389999999999995,0.828,Southeastern Asia,0.024,2019
Belarus,1.067,1.465,0.235,0.094,81,5.3229999999999995,0.789,Central and Eastern Europe,0.142,2019
Greece,1.181,1.156,0.067,0.0,82,5.287000000000001,0.9990000000000001,Western Europe,0.034,2019
Mongolia,0.948,1.531,0.317,0.235,83,5.285,0.667,Eastern Asia,0.038,2019
North Macedonia,0.983,1.294,0.345,0.185,84,5.274,0.838,Central and Eastern Europe,0.034,2019
Nigeria,0.696,1.111,0.426,0.215,85,5.265,0.245,Sub-Saharan Africa,0.040999999999999995,2019
Kyrgyzstan,0.551,1.4380000000000002,0.508,0.3,86,5.261,0.723,Central and Eastern Europe,0.023,2019
Turkmenistan,1.052,1.538,0.39399999999999996,0.244,87,5.247000000000001,0.657,Central and Eastern Europe,0.027999999999999997,2019
Algeria,1.002,1.16,0.086,0.073,88,5.211,0.785,Middle East and Northern Africa,0.114,2019
Morocco,0.8009999999999999,0.782,0.418,0.036000000000000004,89,5.207999999999999,0.782,Middle East and Northern Africa,0.076,2019
Azerbaijan,1.043,1.147,0.35100000000000003,0.035,90,5.207999999999999,0.769,Central and Eastern Europe,0.182,2019
Lebanon,0.987,1.224,0.21600000000000003,0.166,91,5.197,0.815,Middle East and Northern Africa,0.027000000000000003,2019
Indonesia,0.9309999999999999,1.203,0.491,0.498,92,5.192,0.66,Southeastern Asia,0.027999999999999997,2019
China,1.0290000000000001,1.125,0.521,0.057999999999999996,93,5.191,0.893,Eastern Asia,0.1,2019
Vietnam,0.741,1.3459999999999999,0.5429999999999999,0.147,94,5.175,0.851,Southeastern Asia,0.073,2019
Bhutan,0.813,1.321,0.457,0.37,95,5.082,0.604,Southern Asia,0.16699999999999998,2019
Cameroon,0.5489999999999999,0.91,0.381,0.187,96,5.044,0.331,Sub-Saharan Africa,0.037000000000000005,2019
Bulgaria,1.092,1.5130000000000001,0.311,0.081,97,5.011,0.815,Central and Eastern Europe,0.004,2019
Ghana,0.611,0.868,0.381,0.245,98,4.996,0.486,Sub-Saharan Africa,0.04,2019
Ivory Coast,0.569,0.8079999999999999,0.35200000000000004,0.154,99,4.944,0.23199999999999998,Sub-Saharan Africa,0.09,2019
Nepal,0.446,1.226,0.439,0.285,100,4.913,0.677,Southern Asia,0.08900000000000001,2019
Jordan,0.8370000000000001,1.225,0.38299999999999995,0.11,101,4.906000000000001,0.815,Middle East and Northern Africa,0.13,2019
Benin,0.39299999999999996,0.43700000000000006,0.349,0.175,102,4.883,0.397,Sub-Saharan Africa,0.08199999999999999,2019
Congo (Brazzaville),0.6729999999999999,0.799,0.37200000000000005,0.105,103,4.812,0.508,Sub-Saharan Africa,0.09300000000000001,2019
Gabon,1.057,1.183,0.295,0.043,104,4.7989999999999995,0.5710000000000001,Sub-Saharan Africa,0.055,2019
Laos,0.764,1.03,0.547,0.266,105,4.796,0.551,Southeastern Asia,0.16399999999999998,2019
South Africa,0.96,1.351,0.389,0.13,106,4.7219999999999995,0.469,Sub-Saharan Africa,0.055,2019
Albania,0.9470000000000001,0.848,0.38299999999999995,0.17800000000000002,107,4.718999999999999,0.8740000000000001,Central and Eastern Europe,0.027000000000000003,2019
Venezuela,0.96,1.4269999999999998,0.154,0.064,108,4.707,0.805,Latin America and Caribbean,0.047,2019
Cambodia,0.574,1.122,0.609,0.23199999999999998,109,4.7,0.637,Southeastern Asia,0.062,2019
Palestinian Territories,0.657,1.247,0.225,0.10300000000000001,110,4.696000000000001,0.672,Middle East and Northern Africa,0.066,2019
Senegal,0.45,1.1340000000000001,0.292,0.153,111,4.681,0.5710000000000001,Sub-Saharan Africa,0.07200000000000001,2019
Somalia,0.0,0.698,0.5589999999999999,0.243,112,4.668,0.268,Sub-Saharan Africa,0.27,2019
Namibia,0.879,1.3130000000000002,0.401,0.07,113,4.638999999999999,0.47700000000000004,Sub-Saharan Africa,0.055999999999999994,2019
Niger,0.138,0.774,0.318,0.188,114,4.628,0.366,Sub-Saharan Africa,0.102,2019
Burkina Faso,0.331,1.056,0.255,0.177,115,4.587,0.38,Sub-Saharan Africa,0.113,2019
Armenia,0.85,1.055,0.28300000000000003,0.095,116,4.559,0.815,Central and Eastern Europe,0.064,2019
Iran,1.1,0.8420000000000001,0.305,0.27,117,4.548,0.785,Middle East and Northern Africa,0.125,2019
Guinea,0.38,0.8290000000000001,0.332,0.207,118,4.534,0.375,Sub-Saharan Africa,0.086,2019
Georgia,0.8859999999999999,0.6659999999999999,0.34600000000000003,0.043,119,4.519,0.752,Central and Eastern Europe,0.16399999999999998,2019
Gambia,0.308,0.9390000000000001,0.382,0.26899999999999996,120,4.516,0.428,Sub-Saharan Africa,0.16699999999999998,2019
Kenya,0.512,0.983,0.431,0.37200000000000005,121,4.5089999999999995,0.581,Sub-Saharan Africa,0.053,2019
Mauritania,0.57,1.167,0.066,0.106,122,4.49,0.489,Sub-Saharan Africa,0.08800000000000001,2019
Mozambique,0.204,0.986,0.494,0.19699999999999998,123,4.466,0.39,Sub-Saharan Africa,0.138,2019
Tunisia,0.9209999999999999,1.0,0.16699999999999998,0.059000000000000004,124,4.461,0.815,Middle East and Northern Africa,0.055,2019
Bangladesh,0.562,0.9279999999999999,0.527,0.166,125,4.456,0.723,Southern Asia,0.14300000000000002,2019
Iraq,1.043,0.98,0.24100000000000002,0.14800000000000002,126,4.437,0.574,Middle East and Northern Africa,0.08900000000000001,2019
Congo (Kinshasa),0.094,1.125,0.26899999999999996,0.212,127,4.418,0.35700000000000004,Sub-Saharan Africa,0.053,2019
Mali,0.385,1.105,0.327,0.153,128,4.39,0.308,Sub-Saharan Africa,0.052000000000000005,2019
Sierra Leone,0.268,0.841,0.309,0.252,129,4.374,0.242,Sub-Saharan Africa,0.045,2019
Sri Lanka,0.9490000000000001,1.265,0.47,0.244,130,4.3660000000000005,0.831,Southern Asia,0.047,2019
Myanmar,0.71,1.181,0.525,0.5660000000000001,131,4.36,0.555,Southeastern Asia,0.172,2019
Chad,0.35,0.7659999999999999,0.174,0.198,132,4.35,0.192,Sub-Saharan Africa,0.078,2019
Ukraine,0.82,1.39,0.17800000000000002,0.187,133,4.332,0.7390000000000001,Central and Eastern Europe,0.01,2019
Ethiopia,0.336,1.033,0.344,0.209,134,4.2860000000000005,0.532,Sub-Saharan Africa,0.1,2019
Swaziland,0.8109999999999999,1.149,0.313,0.07400000000000001,135,4.212,0.0,Sub-Saharan Africa,0.135,2019
Uganda,0.332,1.069,0.35600000000000004,0.252,136,4.189,0.44299999999999995,Sub-Saharan Africa,0.06,2019
Egypt,0.9129999999999999,1.0390000000000001,0.24100000000000002,0.076,137,4.166,0.644,Middle East and Northern Africa,0.067,2019
Zambia,0.578,1.058,0.431,0.247,138,4.107,0.426,Sub-Saharan Africa,0.087,2019
Togo,0.275,0.5720000000000001,0.293,0.177,139,4.085,0.41,Sub-Saharan Africa,0.085,2019
India,0.755,0.765,0.498,0.2,140,4.015,0.588,Southern Asia,0.085,2019
Liberia,0.073,0.922,0.37,0.233,141,3.975,0.44299999999999995,Sub-Saharan Africa,0.033,2019
Comoros,0.27399999999999997,0.757,0.142,0.275,142,3.9730000000000003,0.505,Sub-Saharan Africa,0.078,2019
Madagascar,0.27399999999999997,0.9159999999999999,0.14800000000000002,0.16899999999999998,143,3.9330000000000003,0.555,Sub-Saharan Africa,0.040999999999999995,2019
Lesotho,0.489,1.169,0.359,0.107,144,3.802,0.168,Sub-Saharan Africa,0.09300000000000001,2019
Burundi,0.046,0.447,0.22,0.17600000000000002,145,3.775,0.38,Sub-Saharan Africa,0.18,2019
Zimbabwe,0.366,1.114,0.361,0.151,146,3.6630000000000003,0.433,Sub-Saharan Africa,0.08900000000000001,2019
Haiti,0.32299999999999995,0.688,0.026000000000000002,0.419,147,3.597,0.449,Latin America and Caribbean,0.11,2019
Botswana,1.041,1.145,0.455,0.025,148,3.488,0.5379999999999999,Sub-Saharan Africa,0.1,2019
Syria,0.619,0.37799999999999995,0.013000000000000001,0.331,149,3.4619999999999997,0.44,Middle East and Northern Africa,0.141,2019
Malawi,0.191,0.56,0.44299999999999995,0.218,150,3.41,0.495,Sub-Saharan Africa,0.08900000000000001,2019
Yemen,0.287,1.163,0.14300000000000002,0.10800000000000001,151,3.38,0.46299999999999997,Middle East and Northern Africa,0.077,2019
Rwanda,0.359,0.711,0.555,0.217,152,3.3339999999999996,0.614,Sub-Saharan Africa,0.41100000000000003,2019
Tanzania,0.47600000000000003,0.885,0.41700000000000004,0.276,153,3.2310000000000003,0.499,Sub-Saharan Africa,0.147,2019
Afghanistan,0.35,0.517,0.0,0.158,154,3.2030000000000003,0.361,Southern Asia,0.025,2019
Central African Republic,0.026000000000000002,0.0,0.225,0.235,155,3.083,0.105,Sub-Saharan Africa,0.035,2019
South Sudan,0.306,0.575,0.01,0.20199999999999999,156,2.853,0.295,Sub-Saharan Africa,0.091,2019
